,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,id,Venue Latitude,Venue Longitude,Venue Category
31,Chinatown,40.71561842231432,-73.99427936255978,Scarr's Pizza,56c3c626cd106998d2b196d0,40.715335008813696,-73.99164900167455,Pizza Place
32,Chinatown,40.71561842231432,-73.99427936255978,Spicy Village,4db3374590a0843f295fb69b,40.71701,-73.99353,Chinese Restaurant
33,Chinatown,40.71561842231432,-73.99427936255978,Renew Day Spa,4edbbcf729c2b9122a06991c,40.715559,-73.996747,Spa
34,Chinatown,40.71561842231432,-73.99427936255978,The Fat Radish,4c9d482e46978cfa8247967f,40.715322528335335,-73.99194951476356,English Restaurant
35,Chinatown,40.71561842231432,-73.99427936255978,Michaeli Bakery,5cd1aa6a9d746800394f556d,40.71470398399014,-73.99184703826903,Bakery
36,Chinatown,40.71561842231432,-73.99427936255978,Regina's Grocery,59318ce1c5b11c6c16c15d29,40.71545271972335,-73.99162066038105,Sandwich Place
37,Chinatown,40.71561842231432,-73.99427936255978,Museum at Eldridge Street,4b37a3c9f964a5207e4325e3,40.714724,-73.993497,Museum
38,Chinatown,40.71561842231432,-73.99427936255978,Wah Fung Number 1 Fast Food 華豐快飯店,4a96bf8ff964a520ce2620e3,40.71727831655619,-73.99417731304892,Chinese Restaurant
39,Chinatown,40.71561842231432,-73.99427936255978,Xi'an Famous Foods,5894c9a15e56b417cf79e553,40.715231941715004,-73.99726288220869,Chinese Restaurant
40,Chinatown,40.71561842231432,-73.99427936255978,Super Taste (百味蘭州拉面) (Super Taste),49e8ee2ef964a520af651fe3,40.71519757566773,-73.99351118851398,Noodle House
41,Chinatown,40.71561842231432,-73.99427936255978,GoGreen Organic Spa,4afde8eaf964a520f52b22e3,40.717014,-73.995847,Spa
42,Chinatown,40.71561842231432,-73.99427936255978,Metrograph,56bf8899cd102af95de0a66e,40.714998539086416,-73.99103539533131,Indie Movie Theater
43,Chinatown,40.71561842231432,-73.99427936255978,The Sill,507820cee4b0bf54e0b19f39,40.716244858728366,-73.99202728744017,Garden Center
44,Chinatown,40.71561842231432,-73.99427936255978,Dimes,522dfe8b7e4826517408a264,40.71483045349728,-73.99171854350031,American Restaurant
45,Chinatown,40.71561842231432,-73.99427936255978,The Crown,59287ec99cadd905284e4052,40.7159596120117,-73.99671727688867,Roof Deck
46,Chinatown,40.71561842231432,-73.99427936255978,WOON,4c00402d369476b021218f1f,40.71608055070792,-73.99168134841135,Salon / Barbershop
47,Chinatown,40.71561842231432,-73.99427936255978,Forgtmenot,4fd38a04e4b065401a9aaf88,40.714458761321595,-73.9915463794752,New American Restaurant
48,Chinatown,40.71561842231432,-73.99427936255978,Little Sheep Mongolian Hot Pot,57a29225498e96334ebe06d9,40.717638978068614,-73.99518735688363,Hotpot Restaurant
49,Chinatown,40.71561842231432,-73.99427936255978,Teado,4b2ebc57f964a520e3e524e3,40.71718422928588,-73.9948832988739,Bubble Tea Shop
50,Chinatown,40.71561842231432,-73.99427936255978,Sam's Fried Ice Cream,58f25962c5b11c7b5a2192de,40.715814082261154,-73.99145645060749,Ice Cream Shop
51,Chinatown,40.71561842231432,-73.99427936255978,Yaya Tea Garden,4a023f1df964a52040711fe3,40.71617656047733,-73.99490199219241,Tea Room
52,Chinatown,40.71561842231432,-73.99427936255978,Cervo's,59480a78f62e090a3b4d6eb7,40.714762540056384,-73.99145547895715,Spanish Restaurant
53,Chinatown,40.71561842231432,-73.99427936255978,Sky Ting Yoga,5cbe4ef7e679bc002c14f590,40.715352,-73.992666,Yoga Studio
54,Chinatown,40.71561842231432,-73.99427936255978,Chinatown Soup,54e0da16498e94a8f0d9de0f,40.71518422476716,-73.99171537302827,Historic Site
55,Chinatown,40.71561842231432,-73.99427936255978,Chop Suey Club,573151a0498e6b3ca1939e51,40.716192,-73.991359,Boutique
56,Chinatown,40.71561842231432,-73.99427936255978,Ling Kee,4b89ac72f964a520e94a32e3,40.714713,-73.991538,Asian Restaurant
57,Chinatown,40.71561842231432,-73.99427936255978,Off The Bridge,557c335b498ec492c5d567dd,40.715622403162904,-73.99423665033953,Bike Shop
58,Chinatown,40.71561842231432,-73.99427936255978,Coming Soon,535f8dc4498eab7f9ee19f7f,40.715737982481315,-73.99144123696131,Furniture / Home Store
59,Chinatown,40.71561842231432,-73.99427936255978,The Commissary,572bcbaa498e16431ad34a61,40.715004192130635,-73.99100963130398,American Restaurant
60,Chinatown,40.71561842231432,-73.99427936255978,Mian Tian Sing Hair Salon,4bd763f30b779c74411005a0,40.716630177497784,-73.99732784630237,Salon / Barbershop
61,Chinatown,40.71561842231432,-73.99427936255978,Lan Zhou Handmade Noodle & Dumpling,59e7bfa8356b4970aea1be3f,40.71554266411927,-73.99674213744805,Noodle House
62,Chinatown,40.71561842231432,-73.99427936255978,Wayla,5cc4e9d0c876c8002c3010cb,40.7182908437571,-73.99258397519588,Thai Restaurant
63,Chinatown,40.71561842231432,-73.99427936255978,Fong On,5596ea13498e6d86ec66d614,40.714165,-73.9937,Dessert Shop
64,Chinatown,40.71561842231432,-73.99427936255978,Joe's Shanghai 鹿嗚春,5ded51eaf492de00080966ed,40.71566097685305,-73.99669268189086,Shanghai Restaurant
65,Chinatown,40.71561842231432,-73.99427936255978,Bacaro,472a027af964a520ea4b1fe3,40.714467897557796,-73.9915893664933,Italian Restaurant
66,Chinatown,40.71561842231432,-73.99427936255978,The Original Chinatown Ice Cream Factory,3fd66200f964a52033eb1ee3,40.71552144597581,-73.99814520882326,Ice Cream Shop
67,Chinatown,40.71561842231432,-73.99427936255978,2 Bridges Music & Arts,585b2211abc6d60cc3f677df,40.713651,-73.994377,Record Shop
68,Chinatown,40.71561842231432,-73.99427936255978,La Petite Mort,529ccfdc498e49b7aa41cd22,40.715906,-73.991515,Boutique
69,Chinatown,40.71561842231432,-73.99427936255978,New Malaysia,4bb92a9453649c74dacb47fb,40.71578686130709,-73.9969050590344,Malay Restaurant
70,Chinatown,40.71561842231432,-73.99427936255978,oo35mm.com,4faf47ac121dc10e48519a89,40.716604729318206,-73.99789000508754,Cosmetics Shop
71,Chinatown,40.71561842231432,-73.99427936255978,Simple,574f2ae0498ec2a700651b95,40.71814514203096,-73.99198775758143,Asian Restaurant
72,Chinatown,40.71561842231432,-73.99427936255978,Dimes Deli,56152506498ef893010e1273,40.71459195873029,-73.99081729031317,Organic Grocery
73,Chinatown,40.71561842231432,-73.99427936255978,Jing Fong Restaurant 金豐大酒樓,3fd66200f964a520d5e31ee3,40.7158812029412,-73.99720861552515,Dim Sum Restaurant
74,Chinatown,40.71561842231432,-73.99427936255978,Grand Seoul,5b4169604a1cc0002c9bdb7c,40.71744683908609,-73.99425648068716,Korean Restaurant
75,Chinatown,40.71561842231432,-73.99427936255978,Nam Son Vietnamese Restaurant,4a7e3d0cf964a52088f11fe3,40.718214526047454,-73.99434463491643,Vietnamese Restaurant
76,Chinatown,40.71561842231432,-73.99427936255978,Rabbit House,56f73e71498efedad2c1e41c,40.71723302006985,-73.99326860904694,Sake Bar
77,Chinatown,40.71561842231432,-73.99427936255978,Sofar HQ,57d9e582498e1a4d9f13ede7,40.71352253397576,-73.99628875186677,Music Venue
78,Chinatown,40.71561842231432,-73.99427936255978,Apothéke,48c91543f964a520e4511fe3,40.71446997055456,-73.99801834428807,Cocktail Bar
79,Chinatown,40.71561842231432,-73.99427936255978,Hong Kong Supermarket 香港超級市場,4ae4bf7ef964a520bf9d21e3,40.717595732385966,-73.99617253722293,Supermarket
80,Chinatown,40.71561842231432,-73.99427936255978,Great N.Y. Noodletown,3fd66200f964a520b1ea1ee3,40.715039001656855,-73.99694075378208,Chinese Restaurant
81,Chinatown,40.71561842231432,-73.99427936255978,99 Favor Taste 99號餐廳,530ff20411d2a01b7bb8a19c,40.71756,-73.99258,Hotpot Restaurant
82,Chinatown,40.71561842231432,-73.99427936255978,Winnie’s Bar,5c65df02178a2a002c123450,40.71365422614806,-73.99519249882738,Karaoke Bar
83,Chinatown,40.71561842231432,-73.99427936255978,Little Canal,579f74eb498e9a4d6caabeda,40.714317,-73.990361,Coffee Shop
84,Chinatown,40.71561842231432,-73.99427936255978,l'estudio,587996ef0923920c21ea4603,40.71571997526929,-73.99033245121464,American Restaurant
85,Chinatown,40.71561842231432,-73.99427936255978,Golden Diner,5b9686e7d807ee002c498f8d,40.71245135327847,-73.99421274662018,Diner
86,Chinatown,40.71561842231432,-73.99427936255978,Factory Tamal,5885471a0037eb3b6c2973d2,40.71587612490716,-73.99046733643608,Mexican Restaurant
87,Chinatown,40.71561842231432,-73.99427936255978,Phở Grand,4388f700f964a520162b1fe3,40.71782396789147,-73.99280072371246,Vietnamese Restaurant
88,Chinatown,40.71561842231432,-73.99427936255978,The Flower Shop,583e5099b21014593fb544b0,40.718056988544205,-73.9920596318328,American Restaurant
89,Chinatown,40.71561842231432,-73.99427936255978,Kopitiam,5b33b3c74a7aae002cb0611d,40.71397394589247,-73.9908676845466,Malay Restaurant
90,Chinatown,40.71561842231432,-73.99427936255978,V One Salon,4b76d3f4f964a52041622ee3,40.714713401536464,-73.99759144308398,Salon / Barbershop
91,Chinatown,40.71561842231432,-73.99427936255978,Zu Yuan Spa,517d6bede4b031459a5bc942,40.715468729173686,-73.9986270534065,Spa
92,Chinatown,40.71561842231432,-73.99427936255978,Malaysia Beef Jerky,4a00e0a7f964a520bc701fe3,40.71852709684469,-73.99582403497948,Snack Place
93,Chinatown,40.71561842231432,-73.99427936255978,CW Pencil Enterprise,5519bf61498ea5e5dde6cccc,40.71758268630868,-73.99066150188446,Paper / Office Supplies Store
94,Chinatown,40.71561842231432,-73.99427936255978,Peachy's,5ac97a9967f62b7f2980fe0d,40.71445204430717,-73.99799106067414,Cocktail Bar
95,Chinatown,40.71561842231432,-73.99427936255978,Joy's Flowers & Gifts,510eeed5e4b0ae0255d2fcee,40.71560293093889,-73.9899371418026,Gift Shop
96,Chinatown,40.71561842231432,-73.99427936255978,Mr. Fong's,5591ef05498e888b3bbd3ce1,40.71234870755251,-73.99429476756772,Cocktail Bar
97,Chinatown,40.71561842231432,-73.99427936255978,iLook,52699cd7498e879283280c11,40.716163255085476,-73.99815860374045,Optical Shop
98,Chinatown,40.71561842231432,-73.99427936255978,Yi Ji Shi Mo Noodle Corp,5c965dad5455b2002c058659,40.7182541242483,-73.99593030303214,Chinese Restaurant
99,Chinatown,40.71561842231432,-73.99427936255978,Fay Da Bakery,482c4142f964a520d14f1fe3,40.71676493044495,-73.99787389276216,Bakery
100,Chinatown,40.71561842231432,-73.99427936255978,JaJaJa Plantas Mexicana,58f55261419a9e48f4dd0706,40.714197627245426,-73.9901568736444,Mexican Restaurant
101,Chinatown,40.71561842231432,-73.99427936255978,Hwa Yuan,59d828f0916bc1155fde2c04,40.713618266530226,-73.99597818966741,Chinese Restaurant
102,Chinatown,40.71561842231432,-73.99427936255978,Gotham Archery,5af88a7c5a2c91002cf5554c,40.71749853701644,-73.99143013505147,Sports Club
103,Chinatown,40.71561842231432,-73.99427936255978,Reception Bar,5b35982a47f876003901d2e8,40.7163598,-73.9913564,Cocktail Bar
104,Chinatown,40.71561842231432,-73.99427936255978,Vanessa's Dumpling House,49eeaf08f964a52078681fe3,40.718316255518644,-73.99188498001898,Dumpling Restaurant
105,Chinatown,40.71561842231432,-73.99427936255978,Pho Vietnam,53aee20d498e6744c341c483,40.7175304403123,-73.99412803138348,Vietnamese Restaurant
106,Chinatown,40.71561842231432,-73.99427936255978,Cafe Katja,49c3a162f964a52067561fe3,40.71772249773717,-73.9904973426323,Austrian Restaurant
107,Chinatown,40.71561842231432,-73.99427936255978,Shu Jiao Fu Zhou Cuisine 潭頭王福州小吃 (Shu Jiao Fu Zhou Cuisine),4b391426f964a520ae5525e3,40.718432,-73.991701,Dumpling Restaurant
108,Chinatown,40.71561842231432,-73.99427936255978,Shanghai Café Deluxe,46936ee3f964a520d0481fe3,40.71733412016059,-73.9974851229737,Chinese Restaurant
109,Chinatown,40.71561842231432,-73.99427936255978,H Optics,4bbbbbf8e4529521741a55a4,40.7177568898041,-73.99044147871669,Optical Shop
110,Chinatown,40.71561842231432,-73.99427936255978,MooShoes NYC,4af74e12f964a520330822e3,40.71786084384097,-73.99037749508857,Shoe Store
111,Chinatown,40.71561842231432,-73.99427936255978,Big Wong King 大旺,3fd66200f964a520ede41ee3,40.71619620821637,-73.99830311536789,Chinese Restaurant
112,Chinatown,40.71561842231432,-73.99427936255978,Clandestino,43e51ac7f964a520f12e1fe3,40.714639480844234,-73.99101333557718,Bar
113,Chinatown,40.71561842231432,-73.99427936255978,Eye Solutions,4bb79dbb1261d13ad893e798,40.7149274142558,-73.9987735799202,Optical Shop
114,Chinatown,40.71561842231432,-73.99427936255978,Las’ Lap,5aff741595d986002c288ea1,40.717690463104404,-73.99043516357852,Bar
115,Chinatown,40.71561842231432,-73.99427936255978,Zest Ramen,5a506d2318d43b4d678a46ff,40.718144622768186,-73.99197844783383,Ramen Restaurant
116,Chinatown,40.71561842231432,-73.99427936255978,La Bella Ferrara,3fd66200f964a520bce61ee3,40.71744962394581,-73.99837323694786,Bakery
117,Chinatown,40.71561842231432,-73.99427936255978,Nom Wah Tea Parlor,49f220a3f964a520ee691fe3,40.714512,-73.998235,Dim Sum Restaurant
118,Chinatown,40.71561842231432,-73.99427936255978,Bibble & Sip,5ca79ef7c0af570039248a87,40.7180245169494,-73.99756154835737,Dessert Shop
119,Chinatown,40.71561842231432,-73.99427936255978,Orchard Grocer,589bb0fddfa6ff5e1dc8649f,40.71784735323789,-73.99035763050085,Vegetarian / Vegan Restaurant
120,Chinatown,40.71561842231432,-73.99427936255978,The Great Frog,4ee2ab396c25be962ead2329,40.717598653646384,-73.99045659548838,Jewelry Store
121,Chinatown,40.71561842231432,-73.99427936255978,Wu's Wonton King,56a96c6f498e5f93f0a505fd,40.71399163703321,-73.99016885345091,Cantonese Restaurant
122,Chinatown,40.71561842231432,-73.99427936255978,Taiwan Pork Chop House 臺灣武昌好味道,49f61fe9f964a520046c1fe3,40.71436751328666,-73.99786861896594,Taiwanese Restaurant
123,Chinatown,40.71561842231432,-73.99427936255978,Mango Mango Dessert - Bayard St.,51bbe134498e54bba6bfa151,40.71551587230272,-73.99802376966318,Dessert Shop
124,Chinatown,40.71561842231432,-73.99427936255978,Shanghai Asian Cuisine • 上海小館,4abac118f964a520cb8220e3,40.715917808734794,-73.9973114386594,Shanghai Restaurant
125,Chinatown,40.71561842231432,-73.99427936255978,Cafe Grumpy,4df7603c7d8b5f396ac5cfd5,40.71506878269568,-73.98995222774947,Coffee Shop
126,Washington Heights,40.85190252555305,-73.93690027985234,Green Juice Cafe,5547b2fb498e5a61fb5c80de,40.85189793238417,-73.93482699423339,Café
127,Washington Heights,40.85190252555305,-73.93690027985234,The Uptown Garrison,59f76cd528374e40d82f761b,40.85125539385438,-73.93947295544035,Restaurant
128,Washington Heights,40.85190252555305,-73.93690027985234,Highest Natural Point In Manhattan,4bd341d79854d13a834ffd4d,40.852843004488385,-73.93764973534918,Park
129,Washington Heights,40.85190252555305,-73.93690027985234,Saggio Restaurant,4d21107c6e8c37042b58ff9f,40.85142251681508,-73.93976122140884,Italian Restaurant
130,Washington Heights,40.85190252555305,-73.93690027985234,Le Chéile,4e77e40118387f865961f673,40.85145903601843,-73.93998920917511,Café
131,Washington Heights,40.85190252555305,-73.93690027985234,Qmart,561c5c88498ee62a4dc1bc3c,40.85199915943576,-73.93491489398065,Market
132,Washington Heights,40.85190252555305,-73.93690027985234,Burger Heights,53a4688f498e92f6ece47c9f,40.85026807331502,-73.93461812752481,Burger Joint
133,Washington Heights,40.85190252555305,-73.93690027985234,Forever Coffee Bar,5bafd8419de23b002c772a72,40.85043253392718,-73.93660674414312,Coffee Shop
134,Washington Heights,40.85190252555305,-73.93690027985234,Tampopo Ramen,55d65695498ed8dc09c5b010,40.85069287922829,-73.93656823814172,Ramen Restaurant
135,Washington Heights,40.85190252555305,-73.93690027985234,Jin's Superette,4a458c8ef964a52051a81fe3,40.85098865024419,-73.93851430188998,Deli / Bodega
136,Washington Heights,40.85190252555305,-73.93690027985234,181st St Bakery & Deli,4a5b2d43f964a520eaba1fe3,40.85101361568652,-73.93859158137181,Bakery
137,Washington Heights,40.85190252555305,-73.93690027985234,Café Bark,5bafc50b9f8a9f0039c49dd3,40.851353,-73.939896,Pet Café
138,Washington Heights,40.85190252555305,-73.93690027985234,Cabrini Wines,4a626b90f964a52008c41fe3,40.85129218870419,-73.93971626183753,Wine Shop
139,Washington Heights,40.85190252555305,-73.93690027985234,Bennett Wines & Liquor,4e07c4c92271dfa46bb191ac,40.85045575462591,-73.93676854425944,Liquor Store
140,Washington Heights,40.85190252555305,-73.93690027985234,Hudson View Restaurant,4a1a4dcbf964a520927a1fe3,40.850888432086236,-73.93823069541277,Breakfast Spot
141,Washington Heights,40.85190252555305,-73.93690027985234,Bennett Park,4a5924a7f964a520ccb81fe3,40.85296731395129,-73.93787361453009,Park
142,Washington Heights,40.85190252555305,-73.93690027985234,The Pandering Pig,56e213e1498e8b403c8bb16a,40.855226197706585,-73.93779261979789,American Restaurant
143,Washington Heights,40.85190252555305,-73.93690027985234,Vines on Pine,4b9ae9c5f964a52071e235e3,40.8552777479788,-73.93767127156606,Wine Shop
144,Washington Heights,40.85190252555305,-73.93690027985234,Altus Cafe,556faea8498e40d5a03fedce,40.85227048549662,-73.93468709744222,Cocktail Bar
145,Washington Heights,40.85190252555305,-73.93690027985234,Highbridge Park Pool,4bf22c1499d02d7f2efac948,40.849110201463084,-73.93683928010928,Pool
146,Washington Heights,40.85190252555305,-73.93690027985234,Yo Sweets,53caaede498e6db96d6a204f,40.85083131851628,-73.9378569165125,Frozen Yogurt Shop
147,Washington Heights,40.85190252555305,-73.93690027985234,Chittenden Overlook,4ba2ec2df964a520cc2238e3,40.85502970536667,-73.93936157226562,Scenic Lookout
148,Washington Heights,40.85190252555305,-73.93690027985234,Las Tapas,54405a3e498e5d4a84ee266c,40.85523384393846,-73.93728400575858,Tapas Restaurant
149,Washington Heights,40.85190252555305,-73.93690027985234,Fresco's Pizzeria,5503762d498e150bef780584,40.85520157236451,-73.93721648678681,Pizza Place
150,Washington Heights,40.85190252555305,-73.93690027985234,181 Cabrini,49f925bdf964a520656d1fe3,40.851251236650356,-73.94034289599841,New American Restaurant
151,Washington Heights,40.85190252555305,-73.93690027985234,Buunni Coffee,4fe30498e4b08d2f0d752131,40.85519403267616,-73.9377173781395,Café
152,Washington Heights,40.85190252555305,-73.93690027985234,La Casa del Mofongo,4afcba6af964a5206d2522e3,40.85026656753515,-73.93314532362541,Caribbean Restaurant
153,Washington Heights,40.85190252555305,-73.93690027985234,Fort Washington Bakery & Deli,4b5882bef964a520595b28e3,40.85104558248512,-73.93864460474616,Bakery
154,Washington Heights,40.85190252555305,-73.93690027985234,Terravita,5b57bb361acf11002c14ba96,40.848059,-73.937645,New American Restaurant
155,Washington Heights,40.85190252555305,-73.93690027985234,Kismat Indian Restaurant,4ae7876ef964a5201eac21e3,40.855221723964846,-73.93696683600031,Indian Restaurant
156,Washington Heights,40.85190252555305,-73.93690027985234,Poción,57747010cd100bd4dbd9161e,40.847628782562246,-73.93837984011846,Lounge
157,Washington Heights,40.85190252555305,-73.93690027985234,AT&T,4e2c467d227197a112e202a3,40.84949305694621,-73.93456041812897,Mobile Phone Shop
158,Washington Heights,40.85190252555305,-73.93690027985234,The Vitamin Shoppe,4bdb02513904a593cf40489e,40.8501171,-73.9351315,Supplement Shop
159,Washington Heights,40.85190252555305,-73.93690027985234,La Cabana Salvadorena,4c16d2ec5e88c928c5ca2466,40.85433401375745,-73.9336768506694,Latin American Restaurant
160,Washington Heights,40.85190252555305,-73.93690027985234,181 Gourmet Deli,527dd322498e4b070fa0f484,40.851095815370044,-73.93892661241044,Deli / Bodega
161,Washington Heights,40.85190252555305,-73.93690027985234,Yang Garden,4b292f38f964a520939a24e3,40.85530896752232,-73.93783226069496,Chinese Restaurant
162,Washington Heights,40.85190252555305,-73.93690027985234,Monkey Room,419d3780f964a5202c1e1fe3,40.854976932654424,-73.93704592998373,Bar
163,Washington Heights,40.85190252555305,-73.93690027985234,Frank's Market,4a61fbe8f964a520c5c21fe3,40.85533405166097,-73.93716221785515,Grocery Store
164,Washington Heights,40.85190252555305,-73.93690027985234,T-Mobile,4cd421736be6a143f3c69802,40.85046159898994,-73.93528160613425,Mobile Phone Shop
165,Washington Heights,40.85190252555305,-73.93690027985234,Starbucks,4aafdf93f964a520f66420e3,40.85096145,-73.93833015,Coffee Shop
166,Washington Heights,40.85190252555305,-73.93690027985234,Lucky 7 Tapas Bar,4e8d32ebb803ca3dfcbd112e,40.85044675560533,-73.93303027615121,Tapas Restaurant
167,Washington Heights,40.85190252555305,-73.93690027985234,Planet Fitness,53bbf3be498e18ec3a07c2b0,40.84753584822694,-73.93793656267817,Gym / Fitness Center
168,Washington Heights,40.85190252555305,-73.93690027985234,Blink Fitness,5a3ea6ac610f044748e42d0c,40.848562,-73.936941,Gym
169,Washington Heights,40.85190252555305,-73.93690027985234,Dominican Square,4d8f9d9cd265236ab3df2417,40.852424033529694,-73.93488978196986,Plaza
170,Washington Heights,40.85190252555305,-73.93690027985234,Baskin-Robbins,4f997b58d4f21823bb1f5394,40.85044405488296,-73.9373276411219,Ice Cream Shop
171,Washington Heights,40.85190252555305,-73.93690027985234,Punto de Sabor Restaurant,4bb8cdb053649c74465847fb,40.85074,-73.93247,Spanish Restaurant
172,Washington Heights,40.85190252555305,-73.93690027985234,Claire's,5140f01ce4b0fc7cdf26a64f,40.849839,-73.93551500000001,Accessories Store
173,Washington Heights,40.85190252555305,-73.93690027985234,Marisco Centro (Seafood Restaurant & Fish Market),4bdcc53e03be20a1c7b2849b,40.85133231436476,-73.9318637321785,Seafood Restaurant
174,Washington Heights,40.85190252555305,-73.93690027985234,Mambi Steak House Bar & Grill,4acce300f964a520e2c920e3,40.84761525167604,-73.93814343707571,Spanish Restaurant
175,Washington Heights,40.85190252555305,-73.93690027985234,Sushi Yu II,4a4a642cf964a520bdab1fe3,40.8512546772285,-73.93965198989514,Sushi Restaurant
176,Washington Heights,40.85190252555305,-73.93690027985234,Refried Beans Mexican Restaurant,4b2c33d0f964a520aac324e3,40.85503858399724,-73.93703107149052,Mexican Restaurant
177,Washington Heights,40.85190252555305,-73.93690027985234,Moscow on the Hudson,4b3fb916f964a5203fad25e3,40.850958871640614,-73.93864544774256,Grocery Store
178,Washington Heights,40.85190252555305,-73.93690027985234,Golden Star,4b8d55aef964a52050f532e3,40.84972502907437,-73.93625936786627,Chinese Restaurant
179,Washington Heights,40.85190252555305,-73.93690027985234,GNC,58b6fa567d0f6d1bd9244441,40.84952,-73.934875,Supplement Shop
180,Washington Heights,40.85190252555305,-73.93690027985234,Kazza Wine Bar,55739017498eef85afc14a4e,40.84769385813797,-73.93862109202698,Wine Bar
181,Washington Heights,40.85190252555305,-73.93690027985234,El Guanaco Restaurant Pupuseria,4debcfd645dd3993a8af6691,40.848216,-73.938164,Latin American Restaurant
